Date,Open,High,Low,Close,Volume,Currency
2004-11-15,7.567,7.567,7.567,7.567,0,USD
2004-11-16,7.589,7.589,7.589,7.589,0,USD
2004-11-17,7.662,7.662,7.662,7.662,0,USD
2004-11-18,7.549,7.549,7.549,7.549,0,USD
2004-11-19,7.597,7.597,7.597,7.597,0,USD
2004-11-22,7.58,7.58,7.58,7.569,24,USD
2004-11-23,7.612,7.612,7.612,7.612,0,USD
2004-11-24,7.553,7.553,7.553,7.553,0,USD
2004-11-29,7.64,7.795,7.605,7.77,25461,USD
2004-11-30,7.755,7.82,7.66,7.723,2865,USD
2004-12-01,7.715,8.08,7.71,8.026,708,USD
2004-12-02,8.03,8.19,7.87,7.908,460,USD
2004-12-03,7.91,8.03,7.85,7.996,523,USD
2004-12-06,8.02,8.02,7.88,7.916,214,USD
2004-12-07,7.89,7.925,7.81,7.838,461,USD
2004-12-08,7.82,7.82,7.0,7.102,609,USD
2004-12-09,7.185,7.185,6.66,6.76,322,USD
2004-12-10,6.805,6.805,6.605,6.706,138,USD
2004-12-13,6.7,6.89,6.7,6.793,53,USD
2004-12-14,6.83,6.83,6.6,6.718,60,USD
2004-12-15,6.83,6.94,6.81,6.843,71,USD
2004-12-16,6.86,6.86,6.65,6.69,124,USD
2004-12-17,6.68,6.77,6.68,6.766,37,USD
2004-12-20,6.845,6.845,6.845,6.83,1,USD
2004-12-21,6.83,6.88,6.83,6.895,18,USD
2004-12-22,6.87,6.87,6.87,6.803,2,USD
2004-12-23,6.94,6.94,6.93,6.883,11,USD
2004-12-27,7.065,7.065,7.065,6.973,64,USD
2004-12-28,6.99,7.04,6.99,7.026,24,USD
2004-12-29,6.797,6.797,6.797,6.797,42,USD
2004-12-30,6.8,6.8,6.8,6.807,42,USD
2005-01-03,6.74,6.74,6.63,6.477,2,USD
2005-01-04,6.45,6.45,6.45,6.427,1,USD
2005-01-05,6.512,6.512,6.512,6.512,51,USD
2005-01-06,6.433,6.433,6.433,6.433,1,USD
2005-01-07,6.44,6.44,6.415,6.429,216,USD
2005-01-10,6.43,6.43,6.415,6.431,6,USD
2005-01-11,6.615,6.615,6.615,6.623,2,USD
2005-01-12,6.7,6.7,6.7,6.728,101,USD
2005-01-13,6.73,6.73,6.73,6.73,0,USD
2005-01-14,6.58,6.58,6.58,6.58,0,USD
2005-01-18,6.64,6.64,6.64,6.64,0,USD
2005-01-19,6.61,6.61,6.61,6.61,0,USD
2005-01-20,6.543,6.543,6.543,6.543,0,USD
2005-01-21,6.797,6.797,6.797,6.797,0,USD
2005-01-24,6.79,6.89,6.79,6.845,8,USD
2005-01-25,6.67,6.67,6.67,6.67,0,USD
2005-01-26,6.793,6.793,6.793,6.793,0,USD
2005-01-27,6.808,6.808,6.808,6.808,0,USD
2005-01-31,6.737,6.737,6.737,6.737,0,USD
2005-02-01,6.72,6.72,6.72,6.72,0,USD
2005-02-02,6.74,6.74,6.74,6.74,0,USD
2005-02-03,6.667,6.667,6.667,6.667,0,USD
2005-02-04,6.625,6.625,6.625,6.625,0,USD
2005-02-07,6.52,6.52,6.52,6.545,1,USD
2005-02-08,6.547,6.547,6.547,6.547,1,USD
2005-02-09,6.581,6.581,6.581,6.581,0,USD
2005-02-10,6.956,6.956,6.956,6.956,0,USD
2005-02-11,7.201,7.201,7.201,7.201,0,USD
2005-02-14,7.21,7.21,7.21,7.333,6,USD
2005-02-15,7.353,7.353,7.353,7.353,0,USD
2005-02-16,7.248,7.248,7.248,7.248,0,USD
2005-02-17,7.365,7.365,7.365,7.365,0,USD
2005-02-18,7.413,7.413,7.413,7.413,0,USD
2005-02-22,7.517,7.517,7.517,7.517,0,USD
2005-02-23,7.441,7.441,7.441,7.441,0,USD
2005-02-24,7.381,7.381,7.381,7.381,0,USD
2005-02-25,7.365,7.375,7.19,7.291,15964,USD
2005-02-28,7.32,7.42,7.25,7.359,8070,USD
2005-03-01,7.345,7.345,7.17,7.229,988,USD
2005-03-02,7.235,7.34,7.1,7.307,305,USD
2005-03-03,7.325,7.33,7.21,7.229,250,USD
2005-03-04,7.23,7.39,7.18,7.349,206,USD
2005-03-07,7.365,7.39,7.29,7.359,147,USD
2005-03-08,7.53,7.54,7.48,7.502,60,USD
2005-03-09,7.535,7.64,7.465,7.604,83,USD
2005-03-10,7.575,7.59,7.51,7.492,142,USD
2005-03-11,7.41,7.575,7.41,7.535,38,USD
2005-03-14,7.53,7.53,7.35,7.38,190,USD
2005-03-15,7.43,7.43,7.34,7.377,129,USD
2005-03-16,7.4,7.44,7.37,7.425,264,USD
2005-03-17,7.42,7.42,7.31,7.385,477,USD
2005-03-18,7.335,7.34,7.29,7.377,18,USD
2005-03-21,7.38,7.38,7.08,7.097,592,USD
2005-03-22,7.09,7.15,7.09,7.07,117,USD
2005-03-23,6.965,7.02,6.93,6.977,46,USD
2005-03-24,6.95,6.95,6.94,6.933,51,USD
2005-03-28,6.9,6.94,6.86,6.91,51,USD
2005-03-29,6.93,7.05,6.91,7.012,96,USD
2005-03-30,7.141,7.141,7.141,7.141,65,USD
2005-03-31,7.17,7.17,7.17,7.17,51,USD
2005-04-01,6.99,6.99,6.99,6.99,0,USD
2005-04-04,7.02,7.02,7.02,7.02,40,USD
2005-04-05,7.039,7.039,7.039,7.039,0,USD
2005-04-06,7.116,7.116,7.116,7.116,0,USD
2005-04-07,7.071,7.071,7.071,7.071,0,USD
2005-04-08,7.1,7.1,7.1,7.161,2,USD
2005-04-11,7.251,7.251,7.251,7.251,0,USD
2005-04-12,7.151,7.151,7.151,7.151,0,USD
2005-04-13,7.221,7.221,7.221,7.221,0,USD
2005-04-14,7.056,7.056,7.056,7.056,0,USD
2005-04-15,7.018,7.018,7.018,7.018,0,USD
2005-04-18,7.041,7.041,7.041,7.041,0,USD
2005-04-19,7.246,7.246,7.246,7.246,0,USD
2005-04-20,7.333,7.333,7.333,7.333,0,USD
2005-04-21,7.213,7.213,7.213,7.213,12,USD
2005-04-22,7.271,7.271,7.271,7.271,0,USD
2005-04-25,7.256,7.256,7.256,7.256,0,USD
2005-04-26,7.251,7.251,7.251,7.251,0,USD
2005-04-27,7.134,7.134,7.134,7.134,0,USD
2005-04-28,7.135,7.15,6.85,6.907,14674,USD
2005-04-29,6.905,7.015,6.86,6.903,3866,USD
2005-05-02,6.925,6.945,6.77,6.84,1011,USD
2005-05-03,6.84,6.875,6.8,6.851,1522,USD
2005-05-04,6.91,7.02,6.89,6.982,484,USD
2005-05-05,7.015,7.08,6.97,7.05,453,USD
2005-05-06,7.07,7.07,6.89,6.952,102,USD
2005-05-09,6.98,7.1,6.98,7.067,94,USD
2005-05-10,7.055,7.14,7.04,7.1,55,USD
2005-05-11,7.08,7.09,7.08,7.08,133,USD
2005-05-12,7.0,7.0,6.93,6.948,78,USD
2005-05-13,6.93,6.95,6.89,6.925,70,USD
2005-05-16,6.915,6.95,6.89,6.935,200,USD
2005-05-17,7.05,7.05,7.03,7.025,35,USD
2005-05-18,7.12,7.175,7.06,7.185,112,USD
2005-05-19,7.145,7.145,7.145,7.12,46,USD
2005-05-20,7.0,7.0,6.93,6.935,34,USD
2005-05-23,6.965,7.015,6.965,6.95,7,USD
2005-05-24,7.025,7.025,7.025,6.988,59,USD
2005-05-25,6.99,7.15,6.99,7.123,55,USD
2005-05-26,7.14,7.18,7.14,7.152,11,USD
2005-05-27,7.302,7.302,7.302,7.302,0,USD
2005-05-31,7.444,7.444,7.444,7.444,0,USD
2005-06-01,7.508,7.508,7.508,7.508,1,USD
2005-06-02,7.526,7.526,7.526,7.526,0,USD
2005-06-03,7.58,7.58,7.58,7.49,251,USD
2005-06-06,7.521,7.521,7.521,7.521,0,USD
2005-06-07,7.429,7.429,7.429,7.429,0,USD
2005-06-08,7.458,7.458,7.458,7.458,232,USD
2005-06-09,7.253,7.253,7.253,7.253,0,USD
2005-06-10,7.276,7.276,7.276,7.276,0,USD
2005-06-13,7.253,7.253,7.253,7.253,0,USD
2005-06-14,7.269,7.269,7.269,7.269,0,USD
2005-06-15,7.32,7.32,7.32,7.32,4,USD
2005-06-16,7.36,7.36,7.36,7.36,0,USD
2005-06-17,7.33,7.33,7.33,7.33,0,USD
2005-06-20,7.297,7.297,7.297,7.297,0,USD
2005-06-21,7.287,7.287,7.287,7.287,0,USD
2005-06-22,7.253,7.253,7.253,7.253,0,USD
2005-06-23,7.27,7.27,7.27,7.27,0,USD
2005-06-24,7.235,7.27,7.235,7.278,2,USD
2005-06-27,7.24,7.24,7.24,7.24,78,USD
2005-06-28,7.17,7.17,7.17,7.096,2,USD
2005-06-29,7.1,7.11,7.02,7.057,12589,USD
2005-06-30,7.065,7.14,6.99,7.028,2049,USD
2005-07-01,6.87,7.06,6.84,6.851,450,USD
2005-07-04,6.87,6.905,6.81,6.846,0,USD
2005-07-05,6.87,6.905,6.81,6.83,229,USD
2005-07-06,6.86,6.93,6.86,6.916,156,USD
2005-07-07,6.93,7.05,6.91,6.949,128,USD
2005-07-08,6.95,7.02,6.915,6.994,148,USD
2005-07-11,7.005,7.1,7.005,7.069,85,USD
2005-07-12,7.08,7.09,7.03,7.048,114,USD
2005-07-13,7.04,7.045,7.04,7.033,3,USD
2005-07-14,7.01,7.06,6.9,6.961,172,USD
2005-07-15,6.92,6.98,6.92,6.956,92,USD
2005-07-18,6.94,7.02,6.94,6.974,27,USD
2005-07-19,6.95,6.98,6.94,6.954,72,USD
2005-07-20,7.04,7.05,7.04,7.038,48,USD
2005-07-21,7.15,7.15,7.15,7.106,10,USD
2005-07-22,7.12,7.12,7.08,7.086,32,USD
2005-07-25,7.1,7.12,7.08,7.113,27,USD
2005-07-26,7.075,7.075,7.0,6.993,122,USD
2005-07-27,7.0,7.045,6.95,7.015,8,USD
2005-07-28,7.178,7.178,7.178,7.178,0,USD
2005-07-29,7.238,7.238,7.238,7.238,158,USD
2005-08-01,7.281,7.281,7.281,7.281,0,USD
2005-08-02,7.238,7.238,7.238,7.238,21,USD
2005-08-03,7.284,7.284,7.284,7.284,20,USD
2005-08-04,7.23,7.23,7.23,7.23,96,USD
2005-08-05,7.137,7.137,7.137,7.137,115,USD
2005-08-08,6.996,6.996,6.996,6.996,115,USD
2005-08-09,7.016,7.016,7.016,7.016,5,USD
2005-08-10,7.061,7.061,7.061,7.061,0,USD
2005-08-11,7.169,7.169,7.169,7.169,0,USD
2005-08-12,7.076,7.076,7.076,7.076,0,USD
2005-08-15,6.92,6.95,6.92,6.953,18,USD
2005-08-16,7.033,7.033,7.033,7.033,2,USD
2005-08-17,6.985,6.985,6.985,6.985,0,USD
2005-08-18,6.99,6.99,6.99,6.99,0,USD
2005-08-19,7.0,7.0,7.0,7.0,0,USD
2005-08-22,7.054,7.054,7.054,7.054,0,USD
2005-08-23,6.962,6.962,6.962,6.962,0,USD
2005-08-24,6.918,6.918,6.918,6.918,0,USD
2005-08-25,6.91,6.91,6.91,6.828,6,USD
2005-08-26,6.74,6.74,6.74,6.74,0,USD
2005-08-29,6.73,6.73,6.73,6.73,0,USD
2005-08-30,6.72,6.755,6.63,6.691,16647,USD
2005-08-31,6.695,6.79,6.685,6.781,2474,USD
2005-09-01,6.825,6.99,6.81,6.966,499,USD
2005-09-02,6.975,7.035,6.935,7.008,174,USD
2005-09-06,7.0,7.06,6.99,7.031,140,USD
2005-09-07,7.03,7.09,7.015,7.051,74,USD
2005-09-08,7.045,7.09,6.98,6.966,74,USD
2005-09-09,6.955,7.035,6.955,7.003,56,USD
2005-09-12,7.03,7.03,6.965,6.998,92,USD
2005-09-13,6.99,6.995,6.9,6.943,188,USD
2005-09-14,7.0,7.0,6.98,6.986,176,USD
2005-09-15,7.03,7.07,6.94,7.019,41,USD
2005-09-16,7.065,7.065,7.06,7.229,26,USD
2005-09-19,7.22,7.39,7.2,7.338,321,USD
2005-09-20,7.36,7.37,7.29,7.315,3,USD
2005-09-21,7.34,7.35,7.34,7.355,46,USD
2005-09-22,7.35,7.355,7.35,7.353,81,USD
2005-09-23,7.23,7.23,7.23,7.273,37,USD
2005-09-26,7.29,7.335,7.29,7.307,3,USD
2005-09-27,7.32,7.32,7.32,7.271,47,USD
2005-09-28,7.29,7.36,7.28,7.347,98,USD
2005-09-29,7.501,7.501,7.501,7.501,295,USD
2005-09-30,7.458,7.458,7.458,7.458,0,USD
2005-10-03,7.403,7.403,7.403,7.403,114,USD
2005-10-04,7.375,7.375,7.375,7.375,0,USD
2005-10-05,7.428,7.428,7.428,7.428,0,USD
2005-10-06,7.548,7.548,7.548,7.548,0,USD
2005-10-07,7.725,7.725,7.725,7.725,0,USD
2005-10-10,7.799,7.799,7.799,7.799,0,USD
2005-10-11,7.825,7.825,7.825,7.825,300,USD
2005-10-12,7.788,7.788,7.788,7.788,3,USD
2005-10-13,7.67,7.67,7.67,7.685,6,USD
2005-10-14,7.62,7.62,7.62,7.814,1,USD
2005-10-17,7.827,7.827,7.827,7.827,0,USD
2005-10-18,7.74,7.74,7.74,7.788,1,USD
2005-10-19,7.595,7.595,7.595,7.595,117,USD
2005-10-20,7.613,7.613,7.613,7.613,50,USD
2005-10-21,7.655,7.655,7.655,7.655,0,USD
2005-10-24,7.668,7.668,7.668,7.668,0,USD
2005-10-25,7.787,7.787,7.787,7.787,0,USD
2005-10-26,7.825,7.825,7.825,7.825,0,USD
2005-10-27,7.802,7.802,7.802,7.802,0,USD
2005-10-28,7.79,7.79,7.79,7.79,0,USD
2005-10-31,7.55,7.55,7.55,7.55,0,USD
2005-11-01,7.4,7.4,7.4,7.442,4,USD
2005-11-02,7.532,7.532,7.532,7.532,40,USD
2005-11-03,7.597,7.597,7.597,7.597,75,USD
2005-11-04,7.547,7.547,7.547,7.547,0,USD
2005-11-07,7.579,7.579,7.579,7.579,0,USD
2005-11-08,7.601,7.601,7.601,7.601,0,USD
2005-11-09,7.654,7.654,7.654,7.654,40,USD
2005-11-10,7.684,7.684,7.684,7.684,0,USD
2005-11-11,7.739,7.739,7.739,7.739,0,USD
2005-11-14,7.764,7.764,7.764,7.764,16434,USD
2005-11-15,7.77,7.77,7.77,7.77,0,USD
2005-11-16,7.986,7.986,7.986,7.986,0,USD
2005-11-17,8.087,8.087,8.087,8.087,100,USD
2005-11-18,8.053,8.053,8.053,8.053,100,USD
2005-11-21,8.121,8.121,8.121,8.121,0,USD
2005-11-22,8.165,8.165,8.165,8.165,100,USD
2005-11-23,8.125,8.125,8.125,8.125,0,USD
2005-11-28,8.3,8.3,8.3,8.349,2,USD
2005-11-29,8.365,8.365,8.23,8.296,16856,USD
2005-11-30,8.3,8.3,8.175,8.28,3233,USD
2005-12-01,8.275,8.5,8.19,8.499,885,USD
2005-12-02,8.5,8.6,8.46,8.544,799,USD
2005-12-05,8.57,8.64,8.53,8.632,285,USD
2005-12-06,8.615,8.725,8.5,8.692,364,USD
2005-12-07,8.715,8.82,8.715,8.778,246,USD
2005-12-08,8.77,8.92,8.7,8.894,175,USD
2005-12-09,8.89,9.03,8.89,9.0,602,USD
2005-12-12,9.0,9.17,8.655,8.792,229,USD
2005-12-13,8.75,8.775,8.48,8.497,191,USD
2005-12-14,8.47,8.54,8.38,8.377,78,USD
2005-12-15,8.355,8.56,8.355,8.549,47,USD
2005-12-16,8.63,8.645,8.525,8.521,221,USD
2005-12-19,8.605,8.605,8.58,8.567,54,USD
2005-12-20,8.56,8.605,8.4,8.312,13,USD
2005-12-21,8.31,8.31,8.26,8.353,48,USD
2005-12-22,8.31,8.5,8.26,8.502,39,USD
2005-12-23,8.53,8.54,8.5,8.569,12,USD
2005-12-27,8.59,8.75,8.59,8.742,285,USD
2005-12-28,8.76,8.95,8.76,8.865,110,USD
2005-12-29,8.9,8.9,8.7,8.812,126,USD
2005-12-30,8.82,8.82,8.82,8.82,2,USD
2006-01-03,9.03,9.03,9.01,9.087,33,USD
2006-01-04,8.95,9.07,8.95,9.102,137,USD
2006-01-05,9.0,9.0,9.0,8.809,11,USD
2006-01-06,9.112,9.112,9.112,9.112,4,USD
2006-01-09,9.2,9.2,9.12,9.222,17,USD
2006-01-10,9.24,9.24,9.24,8.957,1,USD
2006-01-11,8.935,9.04,8.9,9.007,13,USD
2006-01-12,9.1,9.1,8.92,9.007,43,USD
2006-01-13,9.112,9.112,9.112,9.112,25,USD
2006-01-17,9.04,9.04,9.04,9.02,75,USD
2006-01-18,8.805,8.805,8.805,8.82,51,USD
2006-01-19,8.92,8.92,8.92,9.058,4,USD
2006-01-20,8.88,8.88,8.88,8.88,0,USD
2006-01-23,8.9,8.9,8.9,9.026,117,USD
2006-01-24,9.183,9.183,9.183,9.183,0,USD
2006-01-25,9.22,9.5,9.22,9.465,107,USD
2006-01-26,9.65,9.65,9.58,9.564,324,USD
2006-01-27,9.566,9.566,9.566,9.566,0,USD
2006-01-30,9.66,9.7,9.66,9.74,3,USD
2006-01-31,9.76,9.87,9.76,9.85,13,USD
2006-02-01,9.76,9.76,9.76,9.76,12,USD
2006-02-02,9.82,9.82,9.82,9.844,13,USD
2006-02-03,9.73,9.73,9.73,9.73,40,USD
2006-02-06,9.728,9.728,9.728,9.728,38,USD
2006-02-07,9.35,9.35,9.35,9.38,1,USD
2006-02-08,9.415,9.415,9.415,9.415,10,USD
2006-02-09,9.638,9.638,9.638,9.638,0,USD
2006-02-10,9.36,9.36,9.36,9.36,0,USD
2006-02-13,9.29,9.3,9.29,9.1,2,USD
2006-02-14,9.25,9.25,9.25,9.297,1,USD
2006-02-15,9.199,9.199,9.199,9.199,0,USD
2006-02-16,9.358,9.358,9.358,9.358,104,USD
2006-02-17,9.408,9.408,9.408,9.408,0,USD
2006-02-21,9.536,9.536,9.536,9.536,0,USD
2006-02-22,9.567,9.567,9.567,9.567,0,USD
2006-02-23,9.462,9.462,9.462,9.462,0,USD
2006-02-24,9.733,9.733,9.733,9.733,0,USD
2006-02-27,9.69,9.74,9.52,9.602,15936,USD
2006-02-28,9.605,9.78,9.565,9.72,4128,USD
2006-03-01,9.735,9.81,9.69,9.71,960,USD
2006-03-02,9.7,10.19,9.7,10.128,1022,USD
2006-03-03,10.185,10.225,10.05,10.161,598,USD
2006-03-06,10.12,10.22,9.84,9.953,183,USD
2006-03-07,10.025,10.06,9.91,10.035,169,USD
2006-03-08,10.035,10.035,9.64,9.777,426,USD
2006-03-09,9.82,9.99,9.725,9.903,198,USD
2006-03-10,9.9,9.95,9.79,9.895,473,USD
2006-03-13,9.915,10.06,9.9,10.093,133,USD
2006-03-14,10.12,10.2,10.12,10.182,75,USD
2006-03-15,10.32,10.35,10.25,10.287,12,USD
2006-03-16,10.32,10.35,10.16,10.281,391,USD
2006-03-17,10.4,10.45,10.33,10.306,58,USD
2006-03-20,10.3,10.37,10.25,10.307,22,USD
2006-03-21,10.25,10.44,10.17,10.516,139,USD
2006-03-22,10.5,10.6,10.46,10.446,19,USD
2006-03-23,10.45,10.66,10.435,10.643,192,USD
2006-03-24,10.62,10.74,10.62,10.688,84,USD
2006-03-27,10.86,10.86,10.79,10.848,96,USD
2006-03-28,10.83,10.88,10.79,10.826,133,USD
2006-03-29,10.85,11.1,10.85,11.073,180,USD
2006-03-30,11.14,11.42,11.14,11.618,94,USD
2006-03-31,11.62,11.62,11.5,11.48,358,USD
2006-04-03,11.63,11.7,11.63,11.723,3,USD
2006-04-04,11.688,11.688,11.688,11.688,1,USD
2006-04-05,11.665,11.665,11.665,11.665,69,USD
2006-04-06,11.96,11.96,11.96,12.007,115,USD
2006-04-07,12.12,12.12,12.1,12.035,117,USD
2006-04-10,12.3,12.49,12.3,12.529,32,USD
2006-04-11,12.945,12.945,12.66,12.573,53,USD
2006-04-12,12.636,12.636,12.636,12.636,2,USD
2006-04-13,12.828,12.828,12.828,12.828,1,USD
2006-04-17,13.2,13.2,13.2,13.34,187,USD
2006-04-18,13.55,13.55,13.5,13.76,5,USD
2006-04-19,14.499,14.499,14.499,14.499,4,USD
2006-04-20,12.51,12.51,12.51,12.51,113,USD
2006-04-21,12.965,12.965,12.965,12.965,692,USD
2006-04-24,11.772,11.772,11.772,11.772,5,USD
2006-04-25,12.67,12.67,12.67,12.555,2,USD
2006-04-26,12.81,12.81,12.81,12.81,0,USD
2006-04-27,12.855,13.15,12.19,12.47,16035,USD
2006-04-28,12.5,13.76,12.4,13.51,6648,USD
2006-05-01,13.58,13.95,13.42,13.852,726,USD
2006-05-02,13.875,14.12,13.67,14.11,683,USD
2006-05-03,14.09,14.3,13.0,13.704,797,USD
2006-05-04,13.57,14.07,13.57,13.735,815,USD
2006-05-05,13.82,13.99,13.69,13.792,135,USD
2006-05-08,13.82,13.875,13.34,13.677,160,USD
2006-05-09,13.59,14.38,13.59,14.374,979,USD
2006-05-10,14.34,14.39,14.2,14.191,33,USD
2006-05-11,14.21,14.97,14.21,14.846,173,USD
2006-05-12,14.77,14.81,14.2,14.146,66,USD
2006-05-15,13.28,13.4,13.1,13.246,101,USD
2006-05-16,13.18,13.24,13.18,13.452,113,USD
2006-05-17,13.45,13.68,12.95,13.157,136,USD
2006-05-18,12.98,13.19,12.45,12.437,39,USD
2006-05-19,12.6,12.6,12.0,12.277,184,USD
2006-05-22,12.28,12.4,12.2,12.355,423,USD
2006-05-23,12.505,13.05,12.35,13.1,674,USD
2006-05-24,12.845,12.85,12.485,12.45,351,USD
2006-05-25,12.45,12.59,12.45,12.54,36,USD
2006-05-26,12.48,12.48,12.46,12.675,0,USD
2006-05-30,13.05,13.05,13.05,13.013,31,USD
2006-05-31,12.398,12.398,12.398,12.398,60,USD
2006-06-01,11.85,11.85,11.85,11.85,50,USD
2006-06-02,12.035,12.035,12.035,12.035,81,USD
2006-06-05,12.1,12.14,12.1,12.245,6,USD
2006-06-06,11.62,11.62,11.62,11.805,142,USD
2006-06-07,11.755,11.8,11.44,11.857,87,USD
2006-06-08,11.042,11.042,11.042,11.042,0,USD
2006-06-09,11.177,11.177,11.177,11.177,0,USD
2006-06-12,11.035,11.035,11.035,11.035,34,USD
2006-06-13,9.595,9.595,9.595,9.595,75,USD
2006-06-14,9.75,9.79,9.75,9.707,3,USD
2006-06-15,10.07,10.07,10.05,9.95,4,USD
2006-06-16,10.11,10.11,10.11,10.11,0,USD
2006-06-19,9.949,9.949,9.949,9.949,0,USD
2006-06-20,9.87,9.87,9.87,10.25,210,USD
2006-06-21,10.4,10.4,10.4,10.4,0,USD
2006-06-22,10.195,10.195,10.195,10.195,20,USD
2006-06-23,10.271,10.271,10.271,10.271,60,USD
2006-06-26,10.229,10.229,10.229,10.229,34,USD
2006-06-27,10.185,10.185,10.185,10.185,0,USD
2006-06-28,10.148,10.148,10.148,10.148,30,USD
2006-06-29,10.18,10.5,10.13,10.333,13642,USD
2006-06-30,10.3,11.05,10.3,10.833,152,USD
2006-07-03,10.86,10.995,10.86,10.833,1223,USD
2006-07-05,11.245,11.39,11.16,11.335,548,USD
2006-07-06,11.29,11.5,11.185,11.507,458,USD
2006-07-07,11.5,11.52,11.28,11.325,86,USD
2006-07-10,11.145,11.15,10.945,11.03,34,USD
2006-07-11,10.98,11.44,10.98,11.47,28,USD
2006-07-12,11.45,11.78,11.45,11.475,122,USD
2006-07-13,11.63,11.63,11.355,11.405,103,USD
2006-07-14,11.63,11.63,11.49,11.45,40,USD
2006-07-17,11.5,11.67,11.489,11.01,166,USD
2006-07-18,10.915,11.0,10.65,10.455,16,USD
2006-07-19,10.87,10.9,10.87,11.055,19,USD
2006-07-20,11.22,11.22,11.22,11.005,83,USD
2006-07-21,11.15,11.15,11.15,10.785,26,USD
2006-07-24,10.78,10.78,10.76,10.87,233,USD
2006-07-25,10.905,10.905,10.84,10.895,22,USD
2006-07-26,11.0,11.0,10.95,11.03,25,USD
2006-07-27,11.15,11.45,11.15,11.34,62,USD
2006-07-28,11.32,11.32,11.32,11.32,1,USD
2006-07-31,11.325,11.325,11.325,11.325,0,USD
2006-08-01,11.695,11.695,11.695,11.695,0,USD
2006-08-02,12.203,12.203,12.203,12.203,0,USD
2006-08-03,12.045,12.045,12.045,12.045,114,USD
2006-08-04,12.44,12.44,12.44,12.44,0,USD
2006-08-07,12.23,12.23,12.23,12.23,0,USD
2006-08-08,12.22,12.22,12.22,12.22,0,USD
2006-08-09,12.53,12.53,12.53,12.53,0,USD
2006-08-10,12.2,12.2,12.2,12.07,124,USD
2006-08-11,11.853,11.853,11.853,11.853,108,USD
2006-08-14,12.128,12.128,12.128,12.128,0,USD
2006-08-15,12.056,12.056,12.056,12.056,0,USD
2006-08-16,12.259,12.259,12.259,12.259,60,USD
2006-08-17,11.973,11.973,11.973,11.973,173,USD
2006-08-18,12.01,12.01,12.01,12.01,32,USD
2006-08-21,12.325,12.325,12.325,12.325,0,USD
2006-08-22,12.245,12.245,12.245,12.245,0,USD
2006-08-23,12.498,12.498,12.498,12.498,0,USD
2006-08-24,12.297,12.297,12.297,12.297,112,USD
2006-08-25,12.359,12.359,12.359,12.359,2,USD
2006-08-28,12.014,12.014,12.014,12.014,0,USD
2006-08-29,12.142,12.142,12.142,12.142,0,USD
2006-08-30,12.15,12.51,12.15,12.498,11907,USD
2006-08-31,12.515,12.93,12.475,12.9,2459,USD
2006-09-01,12.87,13.0,12.8,12.955,1587,USD
2006-09-05,12.97,13.26,12.915,13.005,264,USD
2006-09-06,12.95,13.22,12.925,13.065,236,USD
2006-09-07,13.045,13.045,12.51,12.563,142,USD
2006-09-08,12.61,12.61,11.98,12.163,262,USD
2006-09-11,11.805,11.805,11.15,11.108,159,USD
2006-09-12,11.16,11.31,10.97,11.025,80,USD
2006-09-13,10.98,11.25,10.98,11.085,44,USD
2006-09-14,11.28,11.28,10.98,10.835,22,USD
2006-09-15,10.815,10.815,10.45,10.76,65,USD
2006-09-18,10.95,11.1,10.84,11.175,31,USD
2006-09-19,11.2,11.2,11.2,10.83,7,USD
2006-09-20,11.0,11.0,11.0,11.027,8,USD
2006-09-21,11.0,11.1,10.94,11.137,16,USD
2006-09-22,11.24,11.24,11.24,11.202,6,USD
2006-09-25,11.217,11.217,11.217,11.217,0,USD
2006-09-26,11.3,11.45,11.3,11.395,54,USD
2006-09-27,11.61,11.61,11.6,11.6,78,USD
2006-09-28,11.645,11.645,11.645,11.645,0,USD
2006-09-29,11.45,11.45,11.45,11.45,0,USD
2006-10-02,11.55,11.55,11.55,11.55,0,USD
2006-10-03,10.955,10.955,10.955,10.955,0,USD
2006-10-04,10.705,10.705,10.705,10.705,0,USD
2006-10-05,11.03,11.03,11.03,10.98,27,USD
2006-10-06,11.03,11.03,11.03,11.085,2,USD
2006-10-09,11.33,11.33,11.33,11.33,0,USD
2006-10-10,11.135,11.135,11.135,11.135,0,USD
2006-10-11,11.28,11.28,11.28,11.245,2,USD
2006-10-12,11.295,11.295,11.295,11.295,0,USD
2006-10-13,11.598,11.598,11.598,11.598,0,USD
2006-10-16,11.828,11.828,11.828,11.828,0,USD
2006-10-17,11.698,11.698,11.698,11.698,6,USD
2006-10-18,11.743,11.743,11.743,11.743,0,USD
2006-10-19,12.085,12.085,12.085,12.085,142,USD
2006-10-20,11.89,11.89,11.89,11.89,0,USD
2006-10-23,11.6,11.6,11.6,11.6,0,USD
2006-10-24,11.78,11.78,11.78,11.78,2,USD
2006-10-25,11.82,11.82,11.82,11.82,10,USD
2006-10-26,12.17,12.17,12.17,12.17,0,USD
2006-10-27,12.015,12.015,12.015,12.015,0,USD
2006-10-30,12.195,12.195,12.195,12.195,0,USD
2006-10-31,12.212,12.212,12.212,12.212,0,USD
2006-11-01,12.417,12.417,12.417,12.417,214,USD
2006-11-02,12.598,12.598,12.598,12.598,54,USD
2006-11-03,12.585,12.585,12.585,12.585,60,USD
2006-11-06,12.713,12.713,12.713,12.713,0,USD
2006-11-07,12.628,12.628,12.628,12.628,0,USD
2006-11-08,12.507,12.507,12.507,12.507,127,USD
